state_name;county_name;state_fips;county_fips;age_adjusted_percent;age_adjusted_percent_sd;age_adjusted_percent_95l;age_adjusted_percent_p5u;est_percent;percent_sd;percent_95l;percent_95u;estimated_total;estimated_total_sd;estimated_total_95l;estimated_total_95h;v1;v2;obesity_bin;obesity_category;cty_name_2;state_2;elevation;long;lat
KENTUCKY;Clinton;21;53;31.4;3.9;24.2;39.4;31.1;3.7;24.3;38.6;2255;267;1762;2806;;;4;4;Clinton;Kentucky;10272;36.713992;-85.135223
KENTUCKY;Crittenden;21;55;30.8;3.7;24.1;38.4;30.6;3.5;24.2;38;2175;247;1720;2697;;;4;4;Crittenden;Kentucky;9315;37.332496;-88.095078
KENTUCKY;Cumberland;21;57;32.4;4;25.2;40.9;32;3.8;25.2;39.9;1680;197;1322;2093;;;4;5;Cumberland;Kentucky;6856;36.778888;-85.389079
KENTUCKY;Daviess;21;59;30.3;2.2;26.4;34.9;30.3;2.1;26.5;34.6;20870;1416;18270;23810;;;4;4;Daviess;Kentucky;96656;37.747732;-87.094971
KENTUCKY;Edmonson;21;61;32.1;4;25.1;40.8;32.2;3.9;25.4;40.6;2961;355;2335;3737;;;4;5;Edmonson;Kentucky;12161;37.196775;-86.255277
KENTUCKY;Elliott;21;63;31.3;3.8;24.6;39.5;30.8;3.6;24.4;38.4;1722;202;1365;2148;;;4;4;Elliott;Kentucky;7852;38.122128;-83.106515
KENTUCKY;Estill;21;65;31;3.9;23.9;39.1;31.1;3.8;24.1;39.1;3480;428;2700;4370;;;4;4;Estill;Kentucky;14672;37.706277;-83.988899
KENTUCKY;Fayette;21;67;28.7;2;24.9;32.8;29;2;25.2;33.2;61010;4259;52950;69760;;;3;2;Fayette;Kentucky;295803;38.020523;-84.496639
KENTUCKY;Fleming;21;69;31.2;2.6;26.2;36.7;31.3;2.6;26.4;36.7;3412;281;2878;3996;;;4;4;Fleming;Kentucky;14348;38.388567;-83.708286
KENTUCKY;Floyd;21;71;35.7;2.8;30.6;41.4;35.8;2.7;30.8;41.4;11460;853;9874;13240;;;6;5;Floyd;Kentucky;39451;37.552299;-82.738526
KENTUCKY;Franklin;21;73;31.2;3.1;25.6;37.5;31.3;3;25.9;37.5;11560;1113;9554;13840;;;4;4;Franklin;Kentucky;49285;38.196045;-84.867592
KENTUCKY;Fulton;21;75;31.8;4;24.9;40.4;31.7;3.8;25;39.9;1630;196;1289;2057;;;4;4;Fulton;Kentucky;6813;36.538176;-89.035017
KENTUCKY;Gallatin;21;77;30.9;4;23.8;39.7;31.3;4;24.2;40.1;1771;227;1371;2273;;;4;4;Gallatin;Kentucky;8589;38.764401;-84.842979
KENTUCKY;Garrard;21;79;31.1;3.9;24.2;39.3;31.2;3.8;24.4;39.3;4015;492;3138;5058;;;4;4;Garrard;Kentucky;16912;37.649333;-84.575557
KENTUCKY;Grant;21;81;32.4;3.7;25.8;40;32.7;3.7;26.1;40.5;5887;666;4695;7278;;;4;5;Grant;Kentucky;24662;38.688104;-84.602069
KENTUCKY;Graves;21;83;32.5;3;27.1;38.7;32.2;2.8;27;38.1;8987;788;7528;10620;;;5;5;Graves;Kentucky;37121;36.741213;-88.650362
KENTUCKY;Grayson;21;85;29.9;3;24.3;35.9;29.8;2.9;24.4;35.5;5696;553;4671;6793;;;3;3;Grayson;Kentucky;25746;37.46909;-86.306723
KENTUCKY;Green;21;87;30;3.6;23.5;37.9;29.8;3.5;23.6;37.3;2661;309;2104;3328;;;4;3;Green;Kentucky;11258;37.265597;-85.538944
KENTUCKY;Greenup;21;89;32;2.6;27.2;37.3;32;2.4;27.4;36.9;9153;693;7840;10580;;;4;5;Greenup;Kentucky;36910;38.555431;-82.812206
KENTUCKY;Hancock;21;91;30;3.8;23.3;38.2;30.4;3.7;23.7;38.4;1901;235;1481;2405;;;4;3;Hancock;Kentucky;8565;37.868017;-86.804762
KENTUCKY;Hardin;21;93;29.1;2.2;25;33.5;29.4;2.1;25.4;33.7;20610;1499;17810;23650;;;3;3;Hardin;Kentucky;105543;37.746047;-85.917039
KENTUCKY;Harlan;21;95;29.9;3;24.6;36;30.4;2.9;25;36.2;6995;665;5773;8347;;;3;3;Harlan;Kentucky;29278;36.865625;-83.232825
KENTUCKY;Harrison;21;97;31.7;3.9;24.6;40.2;31.9;3.9;25;40.2;4444;537;3474;5598;;;4;4;Harrison;Kentucky;18846;38.415966;-84.314823
KENTUCKY;Hart;21;99;32.8;3.4;26.6;40;32.7;3.3;26.7;39.7;4501;453;3668;5461;;;5;5;Hart;Kentucky;18199;37.278157;-85.885789
KENTUCKY;Henderson;21;101;32.1;2.6;27.3;37.6;32.3;2.5;27.6;37.5;10950;859;9383;12720;;;4;5;Henderson;Kentucky;46250;37.818482;-87.564405
KENTUCKY;Henry;21;103;32.3;4;25.1;40.8;32.5;3.9;25.5;40.8;3778;451;2961;4735;;;4;5;Henry;Kentucky;15416;38.431904;-85.179495
KENTUCKY;Hickman;21;105;31.3;3.8;24.5;39.2;30.9;3.6;24.4;38.4;1197;140;945;1487;;;4;4;Hickman;Kentucky;4902;36.666725;-88.959953
KENTUCKY;Hopkins;21;107;33;2.7;28;38.4;33.1;2.6;28.2;38.3;11500;891;9829;13310;;;5;5;Hopkins;Kentucky;46920;37.305866;-87.523154
KENTUCKY;Jackson;21;109;33.1;3.7;26.4;40.9;33.1;3.6;26.5;40.6;3387;370;2712;4164;;;5;5;Jackson;Kentucky;13494;37.402802;-83.99368
KENTUCKY;Jefferson;21;111;31.5;1.3;29.1;34;31.8;1.2;29.5;34.2;166600;6330;154500;179300;;;4;4;Jefferson;Kentucky;741096;38.201775;-85.691832
KENTUCKY;Jessamine;21;113;27.8;3;22.4;34.4;28.1;3;22.7;34.8;9421;1005;7614;11670;;;3;2;Jessamine;Kentucky;48586;37.884455;-84.587046
KENTUCKY;Johnson;21;115;34.2;3.2;28.4;40.9;34.2;3.1;28.6;40.8;6204;560;5173;7385;;;5;5;Johnson;Kentucky;23356;37.829598;-82.813992
KENTUCKY;Kenton;21;117;27.1;2;23.4;31.1;27.7;2;24;31.8;31320;2259;27150;35940;;;2;1;Kenton;Kentucky;159720;39.01319;-84.548581
KENTUCKY;Knott;21;119;31.3;3;25.9;37.6;31.5;2.9;26.3;37.6;4172;386;3480;4985;;;4;4;Knott;Kentucky;16346;37.32759;-82.940555
KENTUCKY;Knox;21;121;33.6;3.2;27.8;40.2;33.5;3.1;27.9;40;7950;737;6609;9489;;;5;5;Knox;Kentucky;31883;36.901584;-83.915231
KENTUCKY;Larue;21;123;30.4;3.4;24.2;37.7;30.3;3.3;24.4;37.3;3134;341;2522;3855;;;4;4;Larue;Kentucky;14193;37.544796;-85.723408
KENTUCKY;Laurel;21;125;34.9;2.9;29.6;41;35;2.9;29.8;41.1;14890;1221;12660;17460;;;5;5;Laurel;Kentucky;58849;37.091397;-84.087834
KENTUCKY;Lawrence;21;127;33.5;3.2;27.6;40.2;33.6;3.1;27.8;40.2;4148;389;3435;4972;;;5;5;Lawrence;Kentucky;15860;38.078995;-82.681643
KENTUCKY;Lee;21;129;32.4;3.7;25.7;40.3;32.3;3.6;25.7;40.1;1879;212;1496;2334;;;4;5;Lee;Kentucky;7887;37.591773;-83.701692
KENTUCKY;Leslie;21;131;32.6;3.7;26.1;40.3;32.8;3.6;26.3;40.3;2924;318;2345;3592;;;5;5;Leslie;Kentucky;11310;37.115255;-83.37635
KENTUCKY;Letcher;21;133;35.6;2.9;30.2;41.5;35.7;2.8;30.5;41.4;6497;510;5554;7537;;;6;5;Letcher;Kentucky;24519;37.14583;-82.807173
KENTUCKY;Lewis;21;135;33.6;2.8;28.5;39.2;33.8;2.7;28.8;39.3;3489;281;2970;4062;;;5;5;Lewis;Kentucky;13870;38.562531;-83.347091
KENTUCKY;Lincoln;21;137;36.1;4.1;28.8;44.9;36;3.9;28.9;44.5;6669;731;5346;8244;;;6;5;Lincoln;Kentucky;24742;37.473121;-84.669872
KENTUCKY;Livingston;21;139;29.3;3.6;22.9;37.1;29.3;3.5;23.1;36.8;2200;260;1734;2762;;;3;3;Livingston;Kentucky;9519;37.135813;-88.350899
KENTUCKY;Logan;21;141;31.4;3.2;25.6;38.2;31.4;3.1;25.7;37.8;6301;626;5173;7603;;;4;4;Logan;Kentucky;26835;36.85949;-86.865922
KENTUCKY;Lyon;21;143;33.5;3.9;26.5;41.7;32.8;3.8;26.1;40.6;2270;260;1804;2807;;;5;5;Lyon;Kentucky;8314;37.060704;-88.079778
KENTUCKY;Madison;21;151;30.3;3.1;24.6;36.6;30.4;3.1;24.6;36.8;18270;1880;14800;22110;;;4;4;Madison;Kentucky;82916;37.70616;-84.287451
KENTUCKY;Magoffin;21;153;30.3;3.3;24.3;37.2;30.4;3.3;24.5;37.2;2973;322;2395;3643;;;4;4;Magoffin;Kentucky;13333;37.729816;-83.056234
KENTUCKY;Marion;21;155;30.9;3.2;25.1;37.6;31.1;3.2;25.3;37.6;4357;451;3552;5282;;;4;4;Marion;Kentucky;19820;37.569587;-85.287195
KENTUCKY;Marshall;21;157;33;3;27.5;39.3;32.3;2.8;27.2;38.1;7877;683;6615;9268;;;5;5;Marshall;Kentucky;31448;36.898302;-88.339329
KENTUCKY;Martin;21;159;35.8;4.3;28.3;45.2;36.1;4.2;28.7;45.4;3057;357;2429;3845;;;6;5;Martin;Kentucky;12929;37.830545;-82.51692
KENTUCKY;Mason;21;161;31.1;2.5;26.6;36.4;31.2;2.4;26.8;36.2;4073;313;3496;4729;;;4;4;Mason;Kentucky;17490;38.616398;-83.788535
KENTUCKY;McCracken;21;145;29.8;2.3;25.5;34.7;30.1;2.2;26;34.7;14750;1097;12740;17020;;;3;3;McCracken;Kentucky;65565;37.048079;-88.648273
KENTUCKY;McCreary;21;147;31.3;3.3;25.3;38.2;31.4;3.3;25.4;38.2;3946;411;3198;4798;;;4;4;McCreary;Kentucky;18306;36.715761;-84.446083
KENTUCKY;McLean;21;149;31.3;4;24.1;39.9;31.3;3.8;24.3;39.6;2268;276;1765;2872;;;4;4;McLean;Kentucky;9531;37.513232;-87.219315
KENTUCKY;Meade;21;163;33.3;3.2;27.4;40;33.9;3.2;27.9;40.5;6740;640;5553;8051;;;5;5;Meade;Kentucky;28602;37.934298;-86.132811
KENTUCKY;Menifee;21;165;32.4;3.6;26;40.1;32.2;3.4;26;39.5;1643;176;1326;2015;;;4;5;Menifee;Kentucky;6306;37.939449;-83.598399
KENTUCKY;Mercer;21;167;31.1;3.6;24.7;38.7;31.1;3.5;24.9;38.3;5102;567;4090;6292;;;4;4;Mercer;Kentucky;21331;37.785009;-84.849691
KENTUCKY;Metcalfe;21;169;30.7;3.7;24.1;38.5;30.5;3.6;24.1;37.9;2335;272;1847;2904;;;4;4;Metcalfe;Kentucky;10099;36.990816;-85.641586
KENTUCKY;Monroe;21;171;32.3;3.9;25.2;40.6;32;3.7;25.2;39.9;2818;326;2220;3510;;;4;5;Monroe;Kentucky;10963;36.708328;-85.729921
KENTUCKY;Montgomery;21;173;31.9;2.5;27.2;37.3;31.9;2.4;27.4;37.2;6011;461;5152;6994;;;4;5;Montgomery;Kentucky;26499;38.035773;-83.917436
KENTUCKY;Morgan;21;175;34.1;2.9;28.8;40;34.1;2.8;28.8;40;3765;313;3183;4417;;;5;5;Morgan;Kentucky;13923;37.91274;-83.266566
KENTUCKY;Muhlenberg;21;177;31.2;2.9;25.8;37.3;31.2;2.8;26;36.9;7411;666;6163;8768;;;4;4;Muhlenberg;Kentucky;31499;37.23809;-87.14704
KENTUCKY;Nelson;21;179;27.9;2.6;23.1;33.3;28.2;2.6;23.5;33.7;8778;808;7292;10470;;;3;2;Nelson;Kentucky;43437;37.818018;-85.460371
KENTUCKY;Nicholas;21;181;33.1;4.4;25.3;43;33.2;4.3;25.6;42.6;1679;217;1294;2156;;;5;5;Nicholas;Kentucky;7135;38.327655;-84.023779
KENTUCKY;Ohio;21;183;31.1;3.1;25.6;37.6;31.1;3;25.7;37.3;5494;524;4548;6592;;;4;4;Ohio;Kentucky;23842;37.465058;-86.864293
KENTUCKY;Oldham;21;185;28.4;3;23.1;34.9;29.3;3;23.8;35.9;12350;1283;10010;15090;;;3;2;Oldham;Kentucky;60316;38.372848;-85.459538
KENTUCKY;Owen;21;187;30.4;4;23.4;39;30.7;3.9;23.8;39.1;2616;333;2025;3333;;;4;4;Owen;Kentucky;10841;38.531935;-84.831925
KENTUCKY;Owsley;21;189;29.8;3.8;22.9;37.9;29.7;3.7;23;37.7;1054;132;816;1338;;;3;3;Owsley;Kentucky;4755;37.452097;-83.684099
KENTUCKY;Pendleton;21;191;32;3.8;25.2;40.1;32.3;3.7;25.6;40.3;3555;412;2818;4432;;;4;5;Pendleton;Kentucky;14877;38.715798;-84.359742
KENTUCKY;Perry;21;193;35.7;2.9;30.5;41.7;36;2.8;30.9;41.7;7827;600;6726;9062;;;6;5;Perry;Kentucky;28712;37.257625;-83.20106
KENTUCKY;Pike;21;195;35.4;2.3;31.1;40;35.7;2.2;31.5;40.2;17800;1106;15680;20010;;;6;5;Pike;Kentucky;65024;37.463505;-82.420659
KENTUCKY;Powell;21;197;34.7;4.4;26.9;43.9;34;4.2;26.6;42.7;3558;437;2780;4462;;;5;5;Powell;Kentucky;12613;37.852293;-83.88113
KENTUCKY;Pulaski;21;199;30.1;2.4;25.8;34.9;30;2.2;25.9;34.6;13760;1025;11880;15870;;;4;3;Pulaski;Kentucky;63063;37.092819;-84.614645
KENTUCKY;Robertson;21;201;33.2;4.4;25.5;42.7;33.1;4.2;25.6;42.1;558;72;432;710;;;5;5;Robertson;Kentucky;2282;38.520826;-84.048848
KENTUCKY;Rockcastle;21;203;31.8;3.5;25.5;39;31.7;3.4;25.5;38.6;4032;430;3246;4918;;;4;4;Rockcastle;Kentucky;17056;37.381612;-84.348396
KENTUCKY;Rowan;21;205;34;2.6;29;39.4;33.9;2.6;28.9;39.3;5643;440;4814;6548;;;5;5;Rowan;Kentucky;23333;38.194616;-83.442318
KENTUCKY;Russell;21;207;32.1;3.2;26.3;38.8;31.9;3;26.3;38.2;4192;401;3454;5023;;;4;5;Russell;Kentucky;17565;37.029336;-85.05932
KENTUCKY;Scott;21;209;32.2;3.5;25.8;39.6;32.6;3.6;26;40.2;10220;1122;8167;12600;;;4;5;Scott;Kentucky;47173;38.231691;-84.570575
KENTUCKY;Shelby;21;211;32.3;3.6;25.9;40.2;32.6;3.6;26.2;40.4;9766;1092;7841;12100;;;4;5;Shelby;Kentucky;42074;38.213513;-85.230241
KENTUCKY;Simpson;21;213;31.4;3.5;25.2;38.9;31.4;3.4;25.3;38.7;3946;433;3181;4866;;;4;4;Simpson;Kentucky;17327;36.733285;-86.572109
KENTUCKY;Spencer;21;215;31.6;3.8;24.9;39.5;32.1;3.8;25.2;40.2;4050;486;3184;5071;;;4;4;Spencer;Kentucky;17061;38.059721;-85.350915
KENTUCKY;Taylor;21;217;31;3.2;25.2;37.8;30.7;3.1;25.1;37.3;5566;555;4552;6747;;;4;4;Taylor;Kentucky;24512;37.350402;-85.343425
KENTUCKY;Todd;21;219;32.2;3.7;25.5;40;32.3;3.6;25.7;40;2808;315;2239;3484;;;4;5;Todd;Kentucky;12460;36.81176;-87.171454
KENTUCKY;Trigg;21;221;31.8;3.3;25.7;38.7;31.4;3.1;25.7;37.9;3234;321;2647;3904;;;4;4;Trigg;Kentucky;14339;36.847047;-87.836202
KENTUCKY;Trimble;21;223;31.7;4.1;24.5;40.5;32;4;24.8;40.7;2136;270;1656;2714;;;4;4;Trimble;Kentucky;8809;38.620698;-85.332526
KENTUCKY;Union;21;225;33.7;3.5;27.3;41.3;33.8;3.4;27.6;41.1;3635;367;2961;4414;;;5;5;Union;Kentucky;15007;37.653315;-87.926958
KENTUCKY;Warren;21;227;29.1;2.3;25;33.7;29.3;2.3;25.1;33.9;22600;1747;19390;26180;;;3;3;Warren;Kentucky;113792;36.970396;-86.434563
KENTUCKY;Washington;21;229;29.1;3.6;22.7;36.7;29.1;3.5;22.9;36.5;2502;297;1965;3134;;;3;3;Washington;Kentucky;11717;37.738655;-85.190875
KENTUCKY;Wayne;21;231;31.2;3.2;25.4;37.9;31.2;3.1;25.5;37.8;4864;489;3974;5881;;;4;4;Wayne;Kentucky;20813;36.837888;-84.844614
KENTUCKY;Webster;21;233;33.4;3.7;26.7;41.2;33.4;3.6;26.8;40.8;3400;363;2734;4152;;;5;5;Webster;Kentucky;13621;37.499711;-87.687044
KENTUCKY;Whitley;21;235;32;3.1;26.2;38.3;31.8;3;26.2;37.9;9060;850;7449;10780;;;4;5;Whitley;Kentucky;35637;36.809692;-84.140995
KENTUCKY;Wolfe;21;237;31.7;3.9;24.7;39.8;31.5;3.7;24.8;39.4;1585;188;1247;1979;;;4;4;Wolfe;Kentucky;7355;37.740622;-83.510902
KENTUCKY;Woodford;21;239;30.4;3.3;24.3;37.3;30.9;3.3;24.8;37.6;5657;600;4540;6881;;;4;4;Woodford;Kentucky;24939;38.050068;-84.727271
LOUISIANA;Acadia;22;1;30.8;2.5;26.2;36.3;31;2.5;26.4;36.3;12960;1045;11050;15180;;;4;4;Acadia;Louisiana;61773;30.278555;-92.351799
LOUISIANA;Allen;22;3;33.8;3.1;28.3;40.3;33.8;3.1;28.3;40.3;6445;589;5393;7692;;;5;5;Allen;Louisiana;25764;30.669387;-92.774458
LOUISIANA;Ascension;22;5;30.8;2.5;26.2;36.1;31.1;2.5;26.4;36.4;21730;1770;18460;25460;;;4;4;Ascension;Louisiana;107215;30.248525;-90.934028
LOUISIANA;Assumption;22;7;32.4;3;26.9;38.6;32.8;2.9;27.4;38.9;5499;491;4584;6526;;;4;5;Assumption;Louisiana;23421;29.922957;-91.06645
LOUISIANA;Avoyelles;22;9;34.3;2.8;29.1;40;34.3;2.7;29.2;39.9;10530;833;8946;12230;;;5;5;Avoyelles;Louisiana;42073;31.053586;-92.062566
LOUISIANA;Beauregard;22;11;30.6;2.6;25.8;36;30.8;2.6;26;36.1;7762;650;6560;9107;;;4;4;Beauregard;Louisiana;35654;30.733885;-93.287136
LOUISIANA;Bienville;22;13;36.5;3.3;30.4;43.5;36.4;3.2;30.5;43;3963;347;3323;4678;;;6;5;Bienville;Louisiana;14353;32.388898;-93.080261
LOUISIANA;Bossier;22;15;29;2.1;24.9;33.4;29.2;2.1;25.2;33.5;22500;1645;19420;25870;;;3;2;Bossier;Louisiana;116979;32.555697;-93.656675
LOUISIANA;Caddo;22;17;31.1;1.7;27.9;34.5;31.2;1.6;28.1;34.5;56680;2967;51040;62730;;;4;4;Caddo;Louisiana;254969;32.472074;-93.800831
LOUISIANA;Calcasieu;22;19;33.4;1.6;30.4;36.6;33.7;1.5;30.8;36.8;44810;2048;40890;48950;;;5;5;Calcasieu;Louisiana;192768;30.227531;-93.261485
LOUISIANA;Caldwell;22;21;31.1;3.4;25;38.2;31.2;3.4;25.2;38.1;2433;262;1963;2971;;;4;4;Caldwell;Louisiana;10132;32.078215;-92.103757
LOUISIANA;Cameron;22;23;29.6;3.6;23.2;37.3;30.4;3.6;23.9;38.1;1681;202;1325;2108;;;3;3;Cameron;Louisiana;6839;29.956693;-93.212142
LOUISIANA;Catahoula;22;25;31.9;3.4;25.7;39.1;32.1;3.4;26;39.2;2492;262;2020;3045;;;4;5;Catahoula;Louisiana;10407;31.696936;-91.824471
LOUISIANA;Claiborne;22;27;32.8;3.1;27.2;39.2;32.7;3;27.2;38.9;4034;367;3363;4801;;;5;5;Claiborne;Louisiana;17195;32.833682;-93.03306
LOUISIANA;Concordia;22;29;32.9;3;27.3;39.4;33.1;2.9;27.7;39.2;4571;404;3828;5424;;;5;5;Concordia;Louisiana;20822;31.592783;-91.545991
LOUISIANA;De Soto;22;31;34.2;3.1;28.5;40.7;34.4;3.1;28.8;40.7;6541;581;5480;7744;;;5;5;De Soto;Louisiana;26656;32.10498;-93.776734
LOUISIANA;East Baton Rouge;22;33;29.4;1.3;26.9;32;29.6;1.3;27.2;32.3;90080;3998;82610;98090;;;3;3;East Baton Rouge;Louisiana;440171;30.462492;-91.100943
LOUISIANA;East Carroll;22;35;36.2;3.7;29.5;44.3;36.1;3.7;29.6;44.1;2076;212;1698;2536;;;6;5;East Carroll;Louisiana;7759;32.770972;-91.19516
LOUISIANA;East Feliciana;22;37;34.2;3.4;28.2;41.2;34.5;3.3;28.4;41.5;5387;519;4441;6475;;;5;5;East Feliciana;Louisiana;20267;30.826843;-91.089224
LOUISIANA;Evangeline;22;39;31.5;2.9;26.2;37.5;31.6;2.9;26.3;37.5;7883;717;6557;9365;;;4;4;Evangeline;Louisiana;33984;30.685722;-92.362231
LOUISIANA;Franklin;22;41;34.6;3.3;28.5;41.4;34.6;3.2;28.7;41.2;5014;459;4164;5976;;;5;5;Franklin;Louisiana;20767;32.143813;-91.696268
LOUISIANA;Grant;22;43;31.9;3.1;26.2;38.4;32.1;3.1;26.4;38.5;4608;441;3797;5531;;;4;5;Grant;Louisiana;22309;31.534149;-92.542816
LOUISIANA;Iberia;22;45;32.9;2.5;28.2;38.1;33.2;2.5;28.5;38.3;17460;1306;15010;20150;;;5;5;Iberia;Louisiana;73240;29.994199;-91.810231
LOUISIANA;Iberville;22;47;33.2;3.2;27.1;39.8;33.4;3.2;27.3;40;7959;767;6515;9540;;;5;5;Iberville;Louisiana;33387;30.272099;-91.234302
LOUISIANA;Jackson;22;49;29.6;2.9;24.4;35.8;29.8;2.8;24.7;35.7;3359;318;2779;4023;;;3;3;Jackson;Louisiana;16274;32.280659;-92.646015
LOUISIANA;Jefferson Davis;22;53;34.6;2.9;29.2;40.7;34.7;2.9;29.5;40.8;7713;640;6548;9061;;;5;5;Jefferson Davis;Louisiana;31594;30.240194;-92.738028
LOUISIANA;Jefferson;22;51;30;1.4;27.2;32.8;30.6;1.4;27.9;33.4;98320;4432;89730;107400;;;4;3;Jefferson;Louisiana;432552;29.945261;-90.153175
LOUISIANA;La Salle;22;59;31.3;3.3;25.3;38.2;31.3;3.2;25.5;38.1;3232;334;2627;3933;;;4;4;La Salle;Louisiana;14890;31.730558;-92.172553
LOUISIANA;Lafayette;22;55;27.5;1.6;24.4;30.7;27.8;1.6;24.7;31;40840;2397;36260;45550;;;3;1;Lafayette;Louisiana;221578;30.205215;-92.043759
LOUISIANA;Lafourche;22;57;34.2;2.3;30;38.8;34.5;2.3;30.3;39.1;23170;1514;20360;26250;;;5;5;Lafourche;Louisiana;96318;29.679993;-90.615099
LOUISIANA;Lincoln;22;61;32.5;2.6;27.7;38;32.4;2.7;27.4;37.8;9695;794;8218;11330;;;5;5;Lincoln;Louisiana;46735;32.549258;-92.64793
LOUISIANA;Livingston;22;63;29.6;2.1;25.7;33.9;29.8;2.1;25.8;34.1;25180;1806;21800;28820;;;3;3;Livingston;Louisiana;128026;30.483388;-90.840765
LOUISIANA;Madison;22;65;34.4;3.5;27.9;41.6;34.6;3.4;28.1;41.7;2784;276;2263;3355;;;5;5;Madison;Louisiana;12093;32.397648;-91.196834
LOUISIANA;Morehouse;22;67;35.2;3.1;29.6;41.7;35.1;3;29.7;41.4;7325;622;6188;8634;;;6;5;Morehouse;Louisiana;27979;32.786393;-91.886161
LOUISIANA;Natchitoches;22;69;33.8;2.9;28.4;39.9;33.8;2.9;28.4;39.8;9322;809;7821;10990;;;5;5;Natchitoches;Louisiana;39566;31.759482;-93.097361
LOUISIANA;Orleans;22;71;28.9;1.7;25.7;32.3;29.5;1.6;26.4;32.7;69190;3834;61900;76800;;;3;2;Orleans;Louisiana;343829;29.972699;-90.05284
LOUISIANA;Ouachita;22;73;31.9;1.9;28.4;35.8;32;1.9;28.5;35.9;33760;1955;30080;37810;;;4;5;Ouachita;Louisiana;153720;32.514346;-92.129634
LOUISIANA;Plaquemines;22;75;32.6;3.4;26.6;39.8;33.1;3.4;27.1;40.3;4978;507;4079;6060;;;5;5;Plaquemines;Louisiana;23042;29.72176;-89.90076
LOUISIANA;Pointe Coupee;22;77;32.4;3.1;26.6;38.9;32.7;3;27.1;39.1;5371;500;4449;6420;;;4;5;Pointe Coupee;Louisiana;22802;30.67107;-91.50006
LOUISIANA;Rapides;22;79;31;1.8;27.5;34.6;31.2;1.7;27.9;34.6;29750;1661;26590;33080;;;4;4;Rapides;Louisiana;131613;31.28458;-92.457473
LOUISIANA;Red River;22;81;34.2;3.7;27.7;41.8;34.2;3.6;27.8;41.7;2200;230;1788;2677;;;5;5;Red River;Louisiana;9091;32.054629;-93.307602
LOUISIANA;Richland;22;83;36;3.4;29.8;43.2;36;3.3;30;43.1;5314;492;4425;6353;;;6;5;Richland;Louisiana;20725;32.441085;-91.714756
LOUISIANA;Sabine;22;85;34.6;3.4;28.3;41.9;34.6;3.3;28.5;41.6;5930;564;4891;7133;;;5;5;Sabine;Louisiana;24233;31.581882;-93.566643
LOUISIANA;St. Bernard;22;87;30.2;3.4;24;37.3;31.1;3.4;24.8;38.3;8943;991;7130;11020;;;4;4;St. Bernard;Louisiana;35897;29.928239;-89.934425
LOUISIANA;St. Charles;22;89;31.6;2.5;27;36.9;32.2;2.5;27.6;37.5;11800;931;10100;13750;;;4;4;St. Charles;Louisiana;52780;29.939397;-90.376773
LOUISIANA;St. Helena;22;91;35.1;3.7;28.5;42.8;35.3;3.6;28.8;42.9;2726;279;2227;3315;;;6;5;St. Helena;Louisiana;11203;30.788338;-90.693879
LOUISIANA;St. James;22;93;33.6;3.2;27.7;40.1;33.9;3.1;28.1;40.3;5134;469;4262;6111;;;5;5;St. James;Louisiana;22102;30.020769;-90.737207
LOUISIANA;St. John the Baptist;22;95;38.9;3.1;33.2;45.5;39.3;3.1;33.4;46;12640;1009;10760;14780;;;6;5;St. John the Baptist;Louisiana;45924;30.071497;-90.513417
LOUISIANA;St. Landry;22;97;33.8;2.5;29.2;38.9;33.9;2.4;29.4;38.9;21960;1569;19050;25160;;;5;5;St. Landry;Louisiana;83384;30.514029;-92.111314
LOUISIANA;St. Martin;22;99;32.9;2.8;27.5;38.8;33.2;2.8;27.9;39.1;12310;1045;10330;14510;;;5;5;St. Martin;Louisiana;52160;30.229052;-91.835169
LOUISIANA;St. Mary;22;101;34.9;2.6;29.9;40.2;35.2;2.6;30.3;40.4;12770;936;11020;14670;;;5;5;St. Mary;Louisiana;54650;29.740593;-91.344782
LOUISIANA;St. Tammany;22;103;26.8;1.5;23.9;29.8;27.1;1.5;24.3;30;44330;2461;39740;49220;;;2;1;St. Tammany;Louisiana;233740;30.383308;-89.948329
LOUISIANA;Tangipahoa;22;105;34.5;2.2;30.1;38.9;34.6;2.3;30.3;39;28360;1846;24810;32000;;;5;5;Tangipahoa;Louisiana;121097;30.571611;-90.455513
LOUISIANA;Tensas;22;107;34.9;3.8;28.2;42.9;35.2;3.6;28.6;42.9;1493;155;1214;1820;;;5;5;Tensas;Louisiana;5252;31.964792;-91.297084
LOUISIANA;Terrebonne;22;109;36.3;2.3;31.9;41;36.7;2.3;32.3;41.4;28080;1748;24710;31660;;;6;5;Terrebonne;Louisiana;111860;29.592812;-90.722239
LOUISIANA;Union;22;111;33.8;3;28.1;40.2;33.9;2.9;28.4;40;5638;489;4716;6654;;;5;5;Union;Louisiana;22721;32.794504;-92.404307
LOUISIANA;Vermilion;22;113;31.4;2.6;26.7;36.8;31.7;2.5;27;37;12760;1026;10880;14900;;;4;4;Vermilion;Louisiana;57999;29.993689;-92.165923
LOUISIANA;Vernon;22;115;33.9;2.7;28.8;39.5;33.8;2.8;28.6;39.5;10030;822;8510;11720;;;5;5;Vernon;Louisiana;52334;31.094949;-93.245823
LOUISIANA;Washington;22;117;34.4;2.6;29.6;39.9;34.5;2.6;29.8;40;11260;839;9725;13030;;;5;5;Washington;Louisiana;47168;30.835918;-89.996174
